	Title	avg_rating	count_rating	w_score
252	Kranti	3.2222222222222223	36	3.0980894138871666
253	Jalpari: The Desert Mermaid	3.2222222222222223	36	3.0980894138871666
254	International Hero	3.2222222222222223	36	3.0980894138871666
256	Kya Yehi Pyaar Hai	3.2222222222222223	36	3.0980894138871666
257	Behen Hogi Teri	3.2222222222222223	36	3.0980894138871666
166	Aap Ki Khatir	3.269230769230769	26	3.0978240547048284
65	Chitkabrey  Shades of Grey	3.375	16	3.0974730957862526
191	Love Ka Tadka	3.259259259259259	27	3.096483999160927
190	Chaar Din Ki Chandni	3.259259259259259	27	3.096483999160927
343	Snip!	3.1875	48	3.0962056589228473
81	Unns...Means Love	3.3529411764705883	17	3.095925903789645
79	Zindaggi Rocks	3.3529411764705883	17	3.095925903789645
275	Chhota Bheem And The Curse Of Damyaan	3.210526315789474	38	3.0957539516517576
276	Firangi	3.210526315789474	38	3.0957539516517576
277	Shikhaar	3.210526315789474	38	3.0957539516517576
279	Rajma Chawal	3.210526315789474	38	3.0957539516517576
280	A Flat	3.210526315789474	38	3.0957539516517576
274	Katti Batti	3.210526315789474	38	3.0957539516517576
198	Company	3.25	28	3.0951801613344276
207	Drona	3.25	28	3.0951801613344276
199	50 Lakh	3.25	28	3.0951801613344276
205	Yeh Kaisi Mohabbat	3.25	28	3.0951801613344276
291	Kaash... Hamara Dil Pagal Na Hota	3.2051282051282053	39	3.0946274345735016
103	The Lunchbox	3.3333333333333335	18	3.094427061542932
362	The Dirty Picture	3.18	50	3.0942013743619547
361	Raman Raghav 2.0	3.18	50	3.0942013743619547
217	Chal Guru Ho Ja Shuru	3.2413793103448274	29	3.0939110925166355
306	Jaane Tu... Ya Jaane Na	3.2	40	3.0935271155668334
119	Gaja Gamini	3.3157894736842106	19	3.0929743375191947
118	Bollywood Queen	3.3157894736842106	19	3.0929743375191947
316	United Six	3.1951219512195124	41	3.092452091249973
318	Singh Is Kinng	3.1951219512195124	41	3.092452091249973
317	The Accidental Prime Minister	3.1951219512195124	41	3.092452091249973
314	Pehli Nazar Ka Pehla Pyaar: Love at First Sight	3.1951219512195124	41	3.092452091249973
315	Table No. 21	3.1951219512195124	41	3.092452091249973
135	Gurgaon	3.3	20	3.0915656354355705
328	Paltan	3.1904761904761907	42	3.0914014993039505
261	Delhi Belly	3.21875	32	3.0902991274198417
151	Acid Factory	3.2857142857142856	21	3.0901989841604127
19	Hero	3.5	10	3.090059498906208
17	Zeher	3.5	10	3.090059498906208
355	Aazaan	3.1818181818181817	44	3.089370354874974
272	Barsaat	3.212121212121212	33	3.089156100490477
273	Haseena	3.212121212121212	33	3.089156100490477
368	Fanney Khan	3.1777777777777776	45	3.088388263063161
290	Teree Sang	3.2058823529411766	34	3.088041649234346
187	Salaam-e-Ishq: A Tribute to Love	3.260869565217391	23	3.0875845208514154
186	Kaho Naa... Pyaar Hai	3.260869565217391	23	3.0875845208514154
185	Rock On!!	3.260869565217391	23	3.0875845208514154
384	Mickey Virus	3.1739130434782608	46	3.087427521073344
379	Jimmy	3.1739130434782608	46	3.087427521073344
383	Chowrasta Crossroads of Love	3.1739130434782608	46	3.087427521073344
312	Neighbours	3.2	35	3.086954715293181
42	Tubelight	3.4166666666666665	12	3.086953998943925
390	Roar: Tigers of the Sunderbans	3.1702127659574466	47	3.0864874402015876
392	Traffic Signal	3.1702127659574466	47	3.0864874402015876
391	Krishna Cottage	3.1702127659574466	47	3.0864874402015876
393	31st October	3.1702127659574466	47	3.0864874402015876
319	Kaalakaandi	3.1944444444444446	36	3.085894291935947
398	The Ghazi Attack	3.1666666666666665	48	3.085567361050507
411	Jodi Breakers	3.1666666666666665	48	3.085567361050507
403	Golmaal: Fun Unlimited	3.1666666666666665	48	3.085567361050507
406	Strings - Bound By Faith	3.1666666666666665	48	3.085567361050507
62	Shaadi Mein Zaroor Aana	3.3846153846153846	13	3.085480202351655
61	Albert Pinto Ko Gussa Kyun Aata Hai?	3.3846153846153846	13	3.085480202351655
60	Stumped	3.3846153846153846	13	3.085480202351655
218	Rehguzar - The Road to Destiny	3.24	25	3.0851173512499668
337	Shabnam Mausi	3.189189189189189	37	3.0848594209487668
336	Main Hoon Rajinikanth	3.189189189189189	37	3.0848594209487668
413	Badhaai Ho	3.163265306122449	49	3.0846666519868173
76	Supari	3.357142857142857	14	3.084055532312461
77	Ebn-E-Batuta	3.357142857142857	14	3.084055532312461
241	Zinda	3.230769230769231	26	3.0839351658159395
242	Rog	3.230769230769231	26	3.0839351658159395
349	Naughty @ 40	3.1842105263157894	38	3.0838491897469957
363	Shree	3.1794871794871793	39	3.0828627286911487
251	Koi Mere Dil Se Poochhe	3.2222222222222223	27	3.0827853690239406
250	Pagalpanti	3.2222222222222223	27	3.0827853690239406
98	Jodi No.1	3.3333333333333335	15	3.082677572766355
377	Luv U Soniyo	3.175	40	3.081899208590089
378	Ek Tha Tiger	3.175	40	3.081899208590089
268	Sukhmani: Hope for Life	3.2142857142857144	28	3.0816666478209145
267	Kurukshetra	3.2142857142857144	28	3.0816666478209145
122	Kites	3.3125	16	3.081344063528188
121	Patiala House	3.3125	16	3.081344063528188
288	Danav	3.206896551724138	29	3.080577759183302
287	Mazaa Mazaa	3.206896551724138	29	3.080577759183302
289	Sultan	3.206896551724138	29	3.080577759183302
144	My Name Is Khan	3.2941176470588234	17	3.0800528879166293
142	Veer Savarkar	3.2941176470588234	17	3.0800528879166293
143	Gadar: Ek Prem Katha	3.2941176470588234	17	3.0800528879166293
414	Nirdosh	3.1627906976744184	43	3.079138561109524
155	Bala	3.2777777777777777	18	3.078802061542932
156	Aladin	3.2777777777777777	18	3.078802061542932
322	Race	3.193548387096774	31	3.078484830373346
320	The Killer	3.193548387096774	31	3.078484830373346
321	Tumbbad	3.193548387096774	31	3.078484830373346
323	London, Paris, New York	3.193548387096774	31	3.078484830373346
420	Guru	3.159090909090909	44	3.078259243763863
182	1920: The Evil Returns	3.263157894736842	19	3.0775897221345794
183	Bajra vs Burger	3.263157894736842	19	3.0775897221345794
181	Teesri Aankh: The Hidden Camera	3.263157894736842	19	3.0775897221345794
339	My Brother... Nikhil	3.1875	32	3.077478614599329
342	Jalebi	3.1875	32	3.077478614599329
338	Saaya	3.1875	32	3.077478614599329
428	Pareshaan Parinda	3.1555555555555554	45	3.07739925207415
427	Apne	3.1555555555555554	45	3.07739925207415
439	Karwaan	3.152173913043478	46	3.076557955855953
201	Na Tum Jaano Na Hum	3.25	20	3.0764141202840554
196	Let's Dance	3.25	20	3.0764141202840554
210	MSG: The Messenger	3.25	20	3.0764141202840554
452	Bhindi Baazaar Inc.	3.148936170212766	47	3.0757347520295446
450	Saheb, Biwi Aur Gangster 3	3.148936170212766	47	3.0757347520295446
451	Runningshaadi.com	3.148936170212766	47	3.0757347520295446
369	Half Girlfriend	3.176470588235294	34	3.0755416492343457
370	Chup Chup Ke	3.176470588235294	34	3.0755416492343457
371	Ittefaq	3.176470588235294	34	3.0755416492343457
373	Oh My Anand	3.176470588235294	34	3.0755416492343457
222	Overtime	3.238095238095238	21	3.0752736110260845
221	Tees Maar Khan	3.238095238095238	21	3.0752736110260845
462	Tumsa Nahin Dekha: A Love Story	3.1458333333333335	48	3.0749290631781667
465	Jhootha Hi Sahi	3.1458333333333335	48	3.0749290631781667
464	Prince - It's Showtime!	3.1458333333333335	48	3.0749290631781667
463	Krrish 3	3.1458333333333335	48	3.0749290631781667
389	Phir Kabhi	3.1714285714285713	35	3.0746090362808354
388	A Death in the Gunj	3.1714285714285713	35	3.0746090362808354
387	Mangal Pandey: The Rising	3.1714285714285713	35	3.0746090362808354
246	"99
"	3.227272727272727	22	3.0741666461580537
467	Mission Mangal	3.142857142857143	49	3.0741403361973436
399	Talaash: The Answer Lies Within	3.1666666666666665	36	3.0736991699847276
400	Go	3.1666666666666665	36	3.0736991699847276
480	"Aloo Chaat
"	3.14	50	3.0733680410286213
262	Kadvi Hawa	3.217391304347826	23	3.073091767228227
263	Indian Babu	3.217391304347826	23	3.073091767228227
264	CityLights	3.217391304347826	23	3.073091767228227
52	Jahan Jaaeyega Hamen Paaeyega	3.4	10	3.072202356049065
286	Salaam Namaste	3.2083333333333335	24	3.0720475991249665
422	I See You	3.1578947368421053	38	3.071944427842234
437	Milta Hai Chance By Chance	3.1538461538461537	39	3.071098022808796
297	Main Krishna Hoon	3.2	25	3.0710328442077133
68	Style	3.3636363636363638	11	3.0709356480482044
69	Break Ke Baad	3.3636363636363638	11	3.0709356480482044
445	Footpath	3.15	40	3.070271301613345
448	Dr. Babasaheb Ambedkar	3.15	40	3.070271301613345
447	Angel	3.15	40	3.070271301613345
324	Chala Mussaddi... Office Office	3.1923076923076925	26	3.0700462769270507
325	Ishq Hai Tumse	3.1923076923076925	26	3.0700462769270507
326	Chandni Chowk to China	3.1923076923076925	26	3.0700462769270507
327	Dum	3.1923076923076925	26	3.0700462769270507
104	Meeruthiya Gangster	3.3333333333333335	12	3.0697126196335804
97	Khiladi 420	3.3333333333333335	12	3.0697126196335804
96	Dishoom	3.3333333333333335	12	3.0697126196335804
101	"Accident on Hill Road
"	3.3333333333333335	12	3.0697126196335804
99	Dil Jo Na Keh Saka	3.3333333333333335	12	3.0697126196335804
459	Fida	3.1463414634146343	41	3.0694635855028465
460	Bhoot Unkle	3.1463414634146343	41	3.0694635855028465
461	Baaja	3.1463414634146343	41	3.0694635855028465
348	Aakhir Kab Tak	3.185185185185185	27	3.0690867388869543
347	Dilliwali Zaalim Girlfriend	3.185185185185185	27	3.0690867388869543
346	Vodka Diaries	3.185185185185185	27	3.0690867388869543
466	Luv Ka The End	3.142857142857143	42	3.068674226576678
126	Indian	3.3076923076923075	13	3.068531049809282
127	Wanted	3.3076923076923075	13	3.068531049809282
364	Hichki	3.1785714285714284	28	3.068153134307401
365	Aashiq Banaya Aapne	3.1785714285714284	28	3.068153134307401
367	John Day	3.1785714285714284	28	3.068153134307401
366	Ahista Ahista	3.1785714285714284	28	3.068153134307401
481	Bewakoofiyaan	3.13953488372093	43	3.0679026060533445
152	Pyaar Mein Aisa Hota Hai	3.2857142857142856	14	3.0673888656457944
150	3G	3.2857142857142856	14	3.0673888656457944
148	Not a Love Story	3.2857142857142856	14	3.0673888656457944
385	Ta Ra Rum Pum	3.1724137931034484	29	3.0672444258499687
386	Mausam Ikrar Ke Do Pal Pyaar Ke	3.1724137931034484	29	3.0672444258499687
486	Joker	3.1363636363636362	44	3.067148132652752
488	Always Kabhi Kabhi	3.1363636363636362	44	3.067148132652752
489	Sarkar	3.1363636363636362	44	3.067148132652752
501	Thoda Tum Badlo Thoda Hum	3.1333333333333333	45	3.0664102410851393
395	Billu Ustaad	3.1666666666666665	30	3.0663596307729954
404	Zindagi Tere Naam	3.1666666666666665	30	3.0663596307729954
409	Gori Tere Pyaar Mein	3.1666666666666665	30	3.0663596307729954
170	Waah! Tera Kya Kehna	3.2666666666666666	15	3.066284130143404
171	Daddy	3.2666666666666666	15	3.066284130143404
177	Vaada Raha	3.2666666666666666	15	3.066284130143404
172	Lal Salaam	3.2666666666666666	15	3.066284130143404
178	Ghaav: The Wound	3.2666666666666666	15	3.066284130143404
174	Jolly LLB 2	3.2666666666666666	15	3.066284130143404
180	War Chhod Na Yaar	3.2666666666666666	15	3.066284130143404
175	Aatma	3.2666666666666666	15	3.066284130143404
179	Chand Sa Roshan Chehra	3.2666666666666666	15	3.066284130143404
508	Sanju	3.130434782608696	46	3.0656883906385617
416	Hulchul	3.161290322580645	31	3.065497817386333
417	Aamdani Atthanni Kharcha Rupaiya	3.161290322580645	31	3.065497817386333
415	Saas Bahu Aur Sensex	3.161290322580645	31	3.065497817386333
213	Meri Pyaari Bindu	3.25	16	3.0652150312701236
200	"13B
"	3.25	16	3.0652150312701236
203	Chetna: The Excitement	3.25	16	3.0652150312701236
211	Ki & Ka	3.25	16	3.0652150312701236
426	Teen Patti	3.15625	32	3.064658101778816
423	Saathiya	3.15625	32	3.064658101778816
424	Zameer: The Fire Within	3.15625	32	3.064658101778816
425	David	3.15625	32	3.064658101778816
520	Begum Jaan	3.125	48	3.064290765305826
519	Dehraadun Diary	3.125	48	3.064290765305826
229	2 States	3.235294117647059	17	3.0641798720436135
230	Ranchi Diaries	3.235294117647059	17	3.0641798720436135
231	Market	3.235294117647059	17	3.0641798720436135
234	Turning Point	3.235294117647059	17	3.0641798720436135
232	Luck	3.235294117647059	17	3.0641798720436135
228	Do Dilon Ke Khel Mein	3.235294117647059	17	3.0641798720436135
235	Luck by Chance	3.235294117647059	17	3.0641798720436135
236	Champion	3.235294117647059	17	3.0641798720436135
227	Omerta	3.235294117647059	17	3.0641798720436135
440	Marigold	3.1515151515151514	33	3.063839644794274
441	Brothers	3.1515151515151514	33	3.063839644794274
442	Pyaar Ke Side Effects	3.1515151515151514	33	3.063839644794274
539	Yeh Mohabbat Hai	3.122448979591837	49	3.06361402040787
538	Dhadak	3.122448979591837	49	3.06361402040787
541	Jaadu Sa Chal Gaya	3.122448979591837	49	3.06361402040787
540	Yamla Pagla Deewana	3.122448979591837	49	3.06361402040787
248	Fireflies	3.2222222222222223	18	3.063177061542932
249	Via Darjeeling	3.2222222222222223	18	3.063177061542932
458	Well Done Abba	3.1470588235294117	34	3.0630416492343455
457	Ab Ke Baras	3.1470588235294117	34	3.0630416492343455
456	Shabri	3.1470588235294117	34	3.0630416492343455
556	Khamosh Pani	3.12	50	3.0629513743619547
474	Fraud Saiyaan	3.142857142857143	35	3.0622633572684896
283	Mumbai Can Dance Saala	3.210526315789474	19	3.062205106749964
282	Holiday	3.210526315789474	19	3.062205106749964
278	Black & White	3.210526315789474	19	3.062205106749964
281	Dabdaba	3.210526315789474	19	3.062205106749964
482	Matrubhoomi	3.138888888888889	36	3.061504048033508
304	Rehnaa Hai Terre Dil Mein	3.2	20	3.0612626051325402
493	Familywala	3.135135135135135	37	3.060763035406598
492	Krazzy 4	3.135135135135135	37	3.060763035406598
335	Sehar	3.1904761904761907	21	3.060348237891756
333	Silsiilay	3.1904761904761907	21	3.060348237891756
332	Hawa	3.1904761904761907	21	3.060348237891756
331	The Adventures of Sinbad	3.1904761904761907	21	3.060348237891756
330	Hume Tumse Pyaar Kitna	3.1904761904761907	21	3.060348237891756
329	16-Dec	3.1904761904761907	21	3.060348237891756
334	Sheen	3.1904761904761907	21	3.060348237891756
507	Khushi	3.1315789473684212	38	3.060039665937472
506	Bhoomi	3.1315789473684212	38	3.060039665937472
505	Mohabbatein	3.1315789473684212	38	3.060039665937472
504	Dil Pardesi Ho Gayaa	3.1315789473684212	38	3.060039665937472
503	Chillar Party	3.1315789473684212	38	3.060039665937472
358	The Film	3.1818181818181817	22	3.0594607638051126
356	Dangerous Ishq	3.1818181818181817	22	3.0594607638051126
354	Guzaarish	3.1818181818181817	22	3.0594607638051126
515	Angry Indian Goddesses	3.128205128205128	39	3.059333316926443
516	Mohabbat Ho Gayi Hai Tumse	3.128205128205128	39	3.059333316926443
518	Bawandar	3.125	40	3.0586433946366007
522	Jodi Kya Banayi Wah Wah Ramji	3.125	40	3.0586433946366007
381	Gang of Ghosts	3.1739130434782608	23	3.0585990136050385
382	Bumboo	3.1739130434782608	23	3.0585990136050385
380	Qasam Se Qasam Se	3.1739130434782608	23	3.0585990136050385
544	Shaadi Ka Laddoo	3.1219512195121952	41	3.0579693326292836
542	Raaz 3: The Third Dimension	3.1219512195121952	41	3.0579693326292836
543	"Raat Gayi, Baat Gayi?
"	3.1219512195121952	41	3.0579693326292836
545	Kitne Door Kitne Paas	3.1219512195121952	41	3.0579693326292836
546	Kaccha Limbo	3.1219512195121952	41	3.0579693326292836
401	Thackeray	3.1666666666666665	24	3.0577618848392523
407	Chocolate	3.1666666666666665	24	3.0577618848392523
559	Kabrastan	3.119047619047619	42	3.0573105902130417
418	Sankat City	3.16	25	3.0569483371654598
419	Home Delivery	3.16	25	3.0569483371654598
573	Azhar	3.116279069767442	43	3.0566666509971645
571	Phobia	3.116279069767442	43	3.0566666509971645
572	Dum Laga Ke Haisha	3.116279069767442	43	3.0566666509971645
435	Chor Mandi	3.1538461538461537	26	3.056157388038162
431	Ab... Bas!	3.1538461538461537	26	3.056157388038162
434	Inteqam: The Perfect Game	3.1538461538461537	26	3.056157388038162
585	Banaras	3.1136363636363638	44	3.056037021541641
586	Paap	3.1136363636363638	44	3.056037021541641
587	Parineeta	3.1136363636363638	44	3.056037021541641
589	Ladies vs Ricky Bahl	3.111111111111111	45	3.055421230096128
597	Wedding Pullav	3.111111111111111	45	3.055421230096128
599	Monsoon Shootout	3.111111111111111	45	3.055421230096128
600	X	3.111111111111111	45	3.055421230096128
453	Rowdy Rathore	3.1481481481481484	27	3.055388108749968
454	Kuch Tum Kaho Kuch Hum Kahein	3.1481481481481484	27	3.055388108749968
455	Aashiqui 2	3.1481481481481484	27	3.055388108749968
601	Jism	3.108695652173913	46	3.05481882542117
602	Jaana - Let's Fall In Love	3.108695652173913	46	3.05481882542117
473	Good Boy, Bad Boy	3.142857142857143	28	3.0546396207938873
469	Listen... Amaya	3.142857142857143	28	3.0546396207938873
468	Tamboo Mein Bamoo	3.142857142857143	28	3.0546396207938873
478	Pyaar Zindagi Hai	3.142857142857143	28	3.0546396207938873
136	Kathor	3.3	10	3.0543452131919224
133	Happy New Year	3.3	10	3.0543452131919224
138	Mumbai Salsa	3.3	10	3.0543452131919224
615	Sacred Evil  A True Story	3.106382978723404	47	3.0542293756854586
613	Pati, Patni Aur Woh	3.106382978723404	47	3.0542293756854586
617	Dilli Gang	3.106382978723404	47	3.0542293756854586
614	The Forest	3.106382978723404	47	3.0542293756854586
616	Tumko Na Bhool Paayenge	3.106382978723404	47	3.0542293756854586
483	Be-Lagaam	3.1379310344827585	29	3.0539110925166355
485	Rocky Handsome	3.1379310344827585	29	3.0539110925166355
484	Buddha Mar Gaya	3.1379310344827585	29	3.0539110925166355
